0.602,0.616,0.629,0.643,0.656,0.669,-1,0.682
0.616,0.629,0.643,0.656,0.669,0.682,-1,0.695
0.629,0.643,0.656,0.669,0.682,0.695,-1,0.707
0.643,0.656,0.669,0.682,0.695,0.707,-1,0.719
0.656,0.669,0.682,0.695,0.707,0.719,-1,0.731
0.669,0.682,0.695,0.707,0.719,0.731,-1,0.743
0.682,0.695,0.707,0.719,0.731,0.743,-1,0.755
0.695,0.707,0.719,0.731,0.743,0.755,-1,0.766
0.707,0.719,0.731,0.743,0.755,0.766,-1,0.777
0.719,0.731,0.743,0.755,0.766,0.777,-1,0.788
0.731,0.743,0.755,0.766,0.777,0.788,-1,0.799
0.743,0.755,0.766,0.777,0.788,0.799,-1,0.809
0.755,0.766,0.777,0.788,0.799,0.809,-1,0.819
0.766,0.777,0.788,0.799,0.809,0.819,-1,0.829
0.777,0.788,0.799,0.809,0.819,0.829,-1,0.839
0.788,0.799,0.809,0.819,0.829,0.839,-1,0.848
0.799,0.809,0.819,0.829,0.839,0.848,-1,0.857
0.809,0.819,0.829,0.839,0.848,0.857,-1,0.866
0.819,0.829,0.839,0.848,0.857,0.866,-1,0.875
0.829,0.839,0.848,0.857,0.866,0.875,-1,0.883
0.839,0.848,0.857,0.866,0.875,0.883,-1,0.891
0.848,0.857,0.866,0.875,0.883,0.891,-1,0.899
0.857,0.866,0.875,0.883,0.891,0.899,-1,0.906
0.866,0.875,0.883,0.891,0.899,0.906,-1,0.914
0.875,0.883,0.891,0.899,0.906,0.914,-1,0.921
0.883,0.891,0.899,0.906,0.914,0.921,-1,0.927
0.891,0.899,0.906,0.914,0.921,0.927,-1,0.934
0.899,0.906,0.914,0.921,0.927,0.934,-1,0.940
0.906,0.914,0.921,0.927,0.934,0.940,-1,0.946
0.914,0.921,0.927,0.934,0.940,0.946,-1,0.951
0.921,0.927,0.934,0.940,0.946,0.951,-1,0.956
0.927,0.934,0.940,0.946,0.951,0.956,-1,0.961
0.934,0.940,0.946,0.951,0.956,0.961,-1,0.966
0.940,0.946,0.951,0.956,0.961,0.966,-1,0.970
0.946,0.951,0.956,0.961,0.966,0.970,-1,0.974
0.951,0.956,0.961,0.966,0.970,0.974,-1,0.978
0.956,0.961,0.966,0.970,0.974,0.978,-1,0.982
0.961,0.966,0.970,0.974,0.978,0.982,-1,0.985
0.966,0.970,0.974,0.978,0.982,0.985,-1,0.988
0.970,0.974,0.978,0.982,0.985,0.988,-1,0.990
0.974,0.978,0.982,0.985,0.988,0.990,-1,0.993
0.978,0.982,0.985,0.988,0.990,0.993,-1,0.995
0.982,0.985,0.988,0.990,0.993,0.995,-1,0.996
0.985,0.988,0.990,0.993,0.995,0.996,-1,0.998
0.988,0.990,0.993,0.995,0.996,0.998,-1,0.999
0.990,0.993,0.995,0.996,0.998,0.999,-1,0.999
0.993,0.995,0.996,0.998,0.999,0.999,-1,1.000
0.995,0.996,0.998,0.999,0.999,1.000,-1,1.000
0.996,0.998,0.999,0.999,1.000,1.000,-1,1.000
0.998,0.999,0.999,1.000,1.000,1.000,-1,0.999
0.999,0.999,1.000,1.000,1.000,0.999,-1,0.999
0.999,1.000,1.000,1.000,0.999,0.999,-1,0.998
1.000,1.000,1.000,0.999,0.999,0.998,-1,0.996
1.000,1.000,0.999,0.999,0.998,0.996,-1,0.995
1.000,0.999,0.999,0.998,0.996,0.995,-1,0.993
0.999,0.999,0.998,0.996,0.995,0.993,-1,0.990
0.999,0.998,0.996,0.995,0.993,0.990,-1,0.988
0.998,0.996,0.995,0.993,0.990,0.988,-1,0.985
0.996,0.995,0.993,0.990,0.988,0.985,-1,0.982
0.995,0.993,0.990,0.988,0.985,0.982,-1,0.978
0.993,0.990,0.988,0.985,0.982,0.978,-1,0.974
0.990,0.988,0.985,0.982,0.978,0.974,-1,0.970
0.988,0.985,0.982,0.978,0.974,0.970,-1,0.966
0.985,0.982,0.978,0.974,0.970,0.966,-1,0.961
0.982,0.978,0.974,0.970,0.966,0.961,-1,0.956
0.978,0.974,0.970,0.966,0.961,0.956,-1,0.951
0.974,0.970,0.966,0.961,0.956,0.951,-1,0.946
0.970,0.966,0.961,0.956,0.951,0.946,-1,0.940
0.966,0.961,0.956,0.951,0.946,0.940,-1,0.934
0.961,0.956,0.951,0.946,0.940,0.934,-1,0.927
0.956,0.951,0.946,0.940,0.934,0.927,-1,0.921
0.951,0.946,0.940,0.934,0.927,0.921,-1,0.914
0.946,0.940,0.934,0.927,0.921,0.914,-1,0.906
0.940,0.934,0.927,0.921,0.914,0.906,-1,0.899
0.934,0.927,0.921,0.914,0.906,0.899,-1,0.891
0.927,0.921,0.914,0.906,0.899,0.891,-1,0.883
0.921,0.914,0.906,0.899,0.891,0.883,-1,0.875
0.914,0.906,0.899,0.891,0.883,0.875,-1,0.866
0.906,0.899,0.891,0.883,0.875,0.866,-1,0.857
0.899,0.891,0.883,0.875,0.866,0.857,-1,0.848
0.891,0.883,0.875,0.866,0.857,0.848,-1,0.839
0.883,0.875,0.866,0.857,0.848,0.839,-1,0.829
0.875,0.866,0.857,0.848,0.839,0.829,-1,0.819
0.866,0.857,0.848,0.839,0.829,0.819,-1,0.809
0.857,0.848,0.839,0.829,0.819,0.809,-1,0.799
0.848,0.839,0.829,0.819,0.809,0.799,-1,0.788
0.839,0.829,0.819,0.809,0.799,0.788,-1,0.777
0.829,0.819,0.809,0.799,0.788,0.777,-1,0.766
0.819,0.809,0.799,0.788,0.777,0.766,-1,0.755
0.809,0.799,0.788,0.777,0.766,0.755,-1,0.743
0.799,0.788,0.777,0.766,0.755,0.743,-1,0.731
0.788,0.777,0.766,0.755,0.743,0.731,-1,0.719
0.777,0.766,0.755,0.743,0.731,0.719,-1,0.707
0.766,0.755,0.743,0.731,0.719,0.707,-1,0.695
0.755,0.743,0.731,0.719,0.707,0.695,-1,0.682
0.743,0.731,0.719,0.707,0.695,0.682,-1,0.669
0.731,0.719,0.707,0.695,0.682,0.669,-1,0.656
0.719,0.707,0.695,0.682,0.669,0.656,-1,0.643
0.707,0.695,0.682,0.669,0.656,0.643,-1,0.629
0.695,0.682,0.669,0.656,0.643,0.629,-1,0.616
0.682,0.669,0.656,0.643,0.629,0.616,-1,0.602
0.669,0.656,0.643,0.629,0.616,0.602,-1,0.588
0.656,0.643,0.629,0.616,0.602,0.588,-1,0.574
0.643,0.629,0.616,0.602,0.588,0.574,-1,0.559
0.629,0.616,0.602,0.588,0.574,0.559,-1,0.545
0.616,0.602,0.588,0.574,0.559,0.545,-1,0.530
0.602,0.588,0.574,0.559,0.545,0.530,-1,0.515
0.588,0.574,0.559,0.545,0.530,0.515,-1,0.500
0.574,0.559,0.545,0.530,0.515,0.500,-1,0.485
0.559,0.545,0.530,0.515,0.500,0.485,-1,0.469
0.545,0.530,0.515,0.500,0.485,0.469,-1,0.454
0.530,0.515,0.500,0.485,0.469,0.454,-1,0.438
0.515,0.500,0.485,0.469,0.454,0.438,-1,0.423
0.500,0.485,0.469,0.454,0.438,0.423,-1,0.407
0.485,0.469,0.454,0.438,0.423,0.407,-1,0.391
0.469,0.454,0.438,0.423,0.407,0.391,-1,0.375
0.454,0.438,0.423,0.407,0.391,0.375,-1,0.358
0.438,0.423,0.407,0.391,0.375,0.358,-1,0.342
0.423,0.407,0.391,0.375,0.358,0.342,-1,0.326
0.407,0.391,0.375,0.358,0.342,0.326,-1,0.309
0.391,0.375,0.358,0.342,0.326,0.309,-1,0.292
0.375,0.358,0.342,0.326,0.309,0.292,-1,0.276
0.358,0.342,0.326,0.309,0.292,0.276,-1,0.259
0.342,0.326,0.309,0.292,0.276,0.259,-1,0.242
0.326,0.309,0.292,0.276,0.259,0.242,-1,0.225
0.309,0.292,0.276,0.259,0.242,0.225,-1,0.208
0.292,0.276,0.259,0.242,0.225,0.208,-1,0.191
0.276,0.259,0.242,0.225,0.208,0.191,-1,0.174
0.259,0.242,0.225,0.208,0.191,0.174,-1,0.156
0.242,0.225,0.208,0.191,0.174,0.156,-1,0.139
0.225,0.208,0.191,0.174,0.156,0.139,-1,0.122
0.208,0.191,0.174,0.156,0.139,0.122,-1,0.105
0.191,0.174,0.156,0.139,0.122,0.105,-1,0.087
0.174,0.156,0.139,0.122,0.105,0.087,-1,0.070
0.156,0.139,0.122,0.105,0.087,0.070,-1,0.052
0.139,0.122,0.105,0.087,0.070,0.052,-1,0.035
0.122,0.105,0.087,0.070,0.052,0.035,-1,0.017
0.105,0.087,0.070,0.052,0.035,0.017,-1,0.000
0.087,0.070,0.052,0.035,0.017,0.000,-1,-0.017
0.070,0.052,0.035,0.017,0.000,-0.017,-1,-0.035
0.052,0.035,0.017,0.000,-0.017,-0.035,-1,-0.052
0.035,0.017,0.000,-0.017,-0.035,-0.052,-1,-0.070
0.017,0.000,-0.017,-0.035,-0.052,-0.070,-1,-0.087
0.000,-0.017,-0.035,-0.052,-0.070,-0.087,-1,-0.105
-0.017,-0.035,-0.052,-0.070,-0.087,-0.105,-1,-0.122
-0.035,-0.052,-0.070,-0.087,-0.105,-0.122,-1,-0.139
-0.052,-0.070,-0.087,-0.105,-0.122,-0.139,-1,-0.156
-0.070,-0.087,-0.105,-0.122,-0.139,-0.156,-1,-0.174
-0.087,-0.105,-0.122,-0.139,-0.156,-0.174,-1,-0.191
-0.105,-0.122,-0.139,-0.156,-0.174,-0.191,-1,-0.208
-0.122,-0.139,-0.156,-0.174,-0.191,-0.208,-1,-0.225
-0.139,-0.156,-0.174,-0.191,-0.208,-0.225,-1,-0.242
-0.156,-0.174,-0.191,-0.208,-0.225,-0.242,-1,-0.259
-0.174,-0.191,-0.208,-0.225,-0.242,-0.259,-1,-0.276
-0.191,-0.208,-0.225,-0.242,-0.259,-0.276,-1,-0.292
-0.208,-0.225,-0.242,-0.259,-0.276,-0.292,-1,-0.309
-0.225,-0.242,-0.259,-0.276,-0.292,-0.309,-1,-0.326
-0.242,-0.259,-0.276,-0.292,-0.309,-0.326,-1,-0.342
-0.259,-0.276,-0.292,-0.309,-0.326,-0.342,-1,-0.358
-0.276,-0.292,-0.309,-0.326,-0.342,-0.358,-1,-0.375
-0.292,-0.309,-0.326,-0.342,-0.358,-0.375,-1,-0.391
-0.309,-0.326,-0.342,-0.358,-0.375,-0.391,-1,-0.407
-0.326,-0.342,-0.358,-0.375,-0.391,-0.407,-1,-0.423
-0.342,-0.358,-0.375,-0.391,-0.407,-0.423,-1,-0.438
-0.358,-0.375,-0.391,-0.407,-0.423,-0.438,-1,-0.454
-0.375,-0.391,-0.407,-0.423,-0.438,-0.454,-1,-0.469
-0.391,-0.407,-0.423,-0.438,-0.454,-0.469,-1,-0.485
-0.407,-0.423,-0.438,-0.454,-0.469,-0.485,-1,-0.500
-0.423,-0.438,-0.454,-0.469,-0.485,-0.500,-1,-0.515
-0.438,-0.454,-0.469,-0.485,-0.500,-0.515,-1,-0.530
-0.454,-0.469,-0.485,-0.500,-0.515,-0.530,-1,-0.545
-0.469,-0.485,-0.500,-0.515,-0.530,-0.545,-1,-0.559
-0.485,-0.500,-0.515,-0.530,-0.545,-0.559,-1,-0.574
-0.500,-0.515,-0.530,-0.545,-0.559,-0.574,-1,-0.588
-0.515,-0.530,-0.545,-0.559,-0.574,-0.588,-1,-0.602
-0.530,-0.545,-0.559,-0.574,-0.588,-0.602,-1,-0.616
-0.545,-0.559,-0.574,-0.588,-0.602,-0.616,-1,-0.629
-0.559,-0.574,-0.588,-0.602,-0.616,-0.629,-1,-0.643
-0.574,-0.588,-0.602,-0.616,-0.629,-0.643,-1,-0.656
-0.588,-0.602,-0.616,-0.629,-0.643,-0.656,-1,-0.669
-0.602,-0.616,-0.629,-0.643,-0.656,-0.669,-1,-0.682
-0.616,-0.629,-0.643,-0.656,-0.669,-0.682,-1,-0.695
-0.629,-0.643,-0.656,-0.669,-0.682,-0.695,-1,-0.707
-0.643,-0.656,-0.669,-0.682,-0.695,-0.707,-1,-0.719
-0.656,-0.669,-0.682,-0.695,-0.707,-0.719,-1,-0.731
-0.669,-0.682,-0.695,-0.707,-0.719,-0.731,-1,-0.743
-0.682,-0.695,-0.707,-0.719,-0.731,-0.743,-1,-0.755
-0.695,-0.707,-0.719,-0.731,-0.743,-0.755,-1,-0.766
-0.707,-0.719,-0.731,-0.743,-0.755,-0.766,-1,-0.777
-0.719,-0.731,-0.743,-0.755,-0.766,-0.777,-1,-0.788
-0.731,-0.743,-0.755,-0.766,-0.777,-0.788,-1,-0.799
-0.743,-0.755,-0.766,-0.777,-0.788,-0.799,-1,-0.809
-0.755,-0.766,-0.777,-0.788,-0.799,-0.809,-1,-0.819
-0.766,-0.777,-0.788,-0.799,-0.809,-0.819,-1,-0.829
-0.777,-0.788,-0.799,-0.809,-0.819,-0.829,-1,-0.839
-0.788,-0.799,-0.809,-0.819,-0.829,-0.839,-1,-0.848
-0.799,-0.809,-0.819,-0.829,-0.839,-0.848,-1,-0.857
-0.809,-0.819,-0.829,-0.839,-0.848,-0.857,-1,-0.866
-0.819,-0.829,-0.839,-0.848,-0.857,-0.866,-1,-0.875
-0.829,-0.839,-0.848,-0.857,-0.866,-0.875,-1,-0.883
-0.839,-0.848,-0.857,-0.866,-0.875,-0.883,-1,-0.891
-0.848,-0.857,-0.866,-0.875,-0.883,-0.891,-1,-0.899
-0.857,-0.866,-0.875,-0.883,-0.891,-0.899,-1,-0.906
-0.866,-0.875,-0.883,-0.891,-0.899,-0.906,-1,-0.914
-0.875,-0.883,-0.891,-0.899,-0.906,-0.914,-1,-0.921
-0.883,-0.891,-0.899,-0.906,-0.914,-0.921,-1,-0.927
-0.891,-0.899,-0.906,-0.914,-0.921,-0.927,-1,-0.934
-0.899,-0.906,-0.914,-0.921,-0.927,-0.934,-1,-0.940
-0.906,-0.914,-0.921,-0.927,-0.934,-0.940,-1,-0.946
-0.914,-0.921,-0.927,-0.934,-0.940,-0.946,-1,-0.951
-0.921,-0.927,-0.934,-0.940,-0.946,-0.951,-1,-0.956
-0.927,-0.934,-0.940,-0.946,-0.951,-0.956,-1,-0.961
-0.934,-0.940,-0.946,-0.951,-0.956,-0.961,-1,-0.966
-0.940,-0.946,-0.951,-0.956,-0.961,-0.966,-1,-0.970
-0.946,-0.951,-0.956,-0.961,-0.966,-0.970,-1,-0.974
-0.951,-0.956,-0.961,-0.966,-0.970,-0.974,-1,-0.978
-0.956,-0.961,-0.966,-0.970,-0.974,-0.978,-1,-0.982
-0.961,-0.966,-0.970,-0.974,-0.978,-0.982,-1,-0.985
-0.966,-0.970,-0.974,-0.978,-0.982,-0.985,-1,-0.988
-0.970,-0.974,-0.978,-0.982,-0.985,-0.988,-1,-0.990
-0.974,-0.978,-0.982,-0.985,-0.988,-0.990,-1,-0.993
-0.978,-0.982,-0.985,-0.988,-0.990,-0.993,-1,-0.995
-0.982,-0.985,-0.988,-0.990,-0.993,-0.995,-1,-0.996
-0.985,-0.988,-0.990,-0.993,-0.995,-0.996,-1,-0.998
-0.988,-0.990,-0.993,-0.995,-0.996,-0.998,-1,-0.999
-0.990,-0.993,-0.995,-0.996,-0.998,-0.999,-1,-0.999
-0.993,-0.995,-0.996,-0.998,-0.999,-0.999,-1,-1.000
-0.995,-0.996,-0.998,-0.999,-0.999,-1.000,-1,-1.000
-0.996,-0.998,-0.999,-0.999,-1.000,-1.000,-1,-1.000
-0.998,-0.999,-0.999,-1.000,-1.000,-1.000,-1,-0.999
-0.999,-0.999,-1.000,-1.000,-1.000,-0.999,-1,-0.999
-0.999,-1.000,-1.000,-1.000,-0.999,-0.999,-1,-0.998
-1.000,-1.000,-1.000,-0.999,-0.999,-0.998,-1,-0.996
-1.000,-1.000,-0.999,-0.999,-0.998,-0.996,-1,-0.995
-1.000,-0.999,-0.999,-0.998,-0.996,-0.995,-1,-0.993
-0.999,-0.999,-0.998,-0.996,-0.995,-0.993,-1,-0.990
-0.999,-0.998,-0.996,-0.995,-0.993,-0.990,-1,-0.988
-0.998,-0.996,-0.995,-0.993,-0.990,-0.988,-1,-0.985
-0.996,-0.995,-0.993,-0.990,-0.988,-0.985,-1,-0.982
-0.995,-0.993,-0.990,-0.988,-0.985,-0.982,-1,-0.978
-0.993,-0.990,-0.988,-0.985,-0.982,-0.978,-1,-0.974
-0.990,-0.988,-0.985,-0.982,-0.978,-0.974,-1,-0.970
-0.988,-0.985,-0.982,-0.978,-0.974,-0.970,-1,-0.966
-0.985,-0.982,-0.978,-0.974,-0.970,-0.966,-1,-0.961
-0.982,-0.978,-0.974,-0.970,-0.966,-0.961,-1,-0.956
-0.978,-0.974,-0.970,-0.966,-0.961,-0.956,-1,-0.951
-0.974,-0.970,-0.966,-0.961,-0.956,-0.951,-1,-0.946
-0.970,-0.966,-0.961,-0.956,-0.951,-0.946,-1,-0.940
-0.966,-0.961,-0.956,-0.951,-0.946,-0.940,-1,-0.934
-0.961,-0.956,-0.951,-0.946,-0.940,-0.934,-1,-0.927
-0.956,-0.951,-0.946,-0.940,-0.934,-0.927,-1,-0.921
-0.951,-0.946,-0.940,-0.934,-0.927,-0.921,-1,-0.914
-0.946,-0.940,-0.934,-0.927,-0.921,-0.914,-1,-0.906
-0.940,-0.934,-0.927,-0.921,-0.914,-0.906,-1,-0.899
-0.934,-0.927,-0.921,-0.914,-0.906,-0.899,-1,-0.891
-0.927,-0.921,-0.914,-0.906,-0.899,-0.891,-1,-0.883
-0.921,-0.914,-0.906,-0.899,-0.891,-0.883,-1,-0.875
-0.914,-0.906,-0.899,-0.891,-0.883,-0.875,-1,-0.866
-0.906,-0.899,-0.891,-0.883,-0.875,-0.866,-1,-0.857
-0.899,-0.891,-0.883,-0.875,-0.866,-0.857,-1,-0.848
-0.891,-0.883,-0.875,-0.866,-0.857,-0.848,-1,-0.839
-0.883,-0.875,-0.866,-0.857,-0.848,-0.839,-1,-0.829
-0.875,-0.866,-0.857,-0.848,-0.839,-0.829,-1,-0.819
-0.866,-0.857,-0.848,-0.839,-0.829,-0.819,-1,-0.809
-0.857,-0.848,-0.839,-0.829,-0.819,-0.809,-1,-0.799
-0.848,-0.839,-0.829,-0.819,-0.809,-0.799,-1,-0.788
-0.839,-0.829,-0.819,-0.809,-0.799,-0.788,-1,-0.777
-0.829,-0.819,-0.809,-0.799,-0.788,-0.777,-1,-0.766
-0.819,-0.809,-0.799,-0.788,-0.777,-0.766,-1,-0.755
-0.809,-0.799,-0.788,-0.777,-0.766,-0.755,-1,-0.743
-0.799,-0.788,-0.777,-0.766,-0.755,-0.743,-1,-0.731
-0.788,-0.777,-0.766,-0.755,-0.743,-0.731,-1,-0.719
-0.777,-0.766,-0.755,-0.743,-0.731,-0.719,-1,-0.707
-0.766,-0.755,-0.743,-0.731,-0.719,-0.707,-1,-0.695
-0.755,-0.743,-0.731,-0.719,-0.707,-0.695,-1,-0.682
-0.743,-0.731,-0.719,-0.707,-0.695,-0.682,-1,-0.669
-0.731,-0.719,-0.707,-0.695,-0.682,-0.669,-1,-0.656
-0.719,-0.707,-0.695,-0.682,-0.669,-0.656,-1,-0.643
-0.707,-0.695,-0.682,-0.669,-0.656,-0.643,-1,-0.629
-0.695,-0.682,-0.669,-0.656,-0.643,-0.629,-1,-0.616
-0.682,-0.669,-0.656,-0.643,-0.629,-0.616,-1,-0.602
-0.669,-0.656,-0.643,-0.629,-0.616,-0.602,-1,-0.588
-0.656,-0.643,-0.629,-0.616,-0.602,-0.588,-1,-0.574
-0.643,-0.629,-0.616,-0.602,-0.588,-0.574,-1,-0.559
-0.629,-0.616,-0.602,-0.588,-0.574,-0.559,-1,-0.545
-0.616,-0.602,-0.588,-0.574,-0.559,-0.545,-1,-0.530
-0.602,-0.588,-0.574,-0.559,-0.545,-0.530,-1,-0.515
-0.588,-0.574,-0.559,-0.545,-0.530,-0.515,-1,-0.500
-0.574,-0.559,-0.545,-0.530,-0.515,-0.500,-1,-0.485
-0.559,-0.545,-0.530,-0.515,-0.500,-0.485,-1,-0.469
-0.545,-0.530,-0.515,-0.500,-0.485,-0.469,-1,-0.454
-0.530,-0.515,-0.500,-0.485,-0.469,-0.454,-1,-0.438
-0.515,-0.500,-0.485,-0.469,-0.454,-0.438,-1,-0.423
-0.500,-0.485,-0.469,-0.454,-0.438,-0.423,-1,-0.407
-0.485,-0.469,-0.454,-0.438,-0.423,-0.407,-1,-0.391
-0.469,-0.454,-0.438,-0.423,-0.407,-0.391,-1,-0.375
-0.454,-0.438,-0.423,-0.407,-0.391,-0.375,-1,-0.358
-0.438,-0.423,-0.407,-0.391,-0.375,-0.358,-1,-0.342
-0.423,-0.407,-0.391,-0.375,-0.358,-0.342,-1,-0.326
-0.407,-0.391,-0.375,-0.358,-0.342,-0.326,-1,-0.309
-0.391,-0.375,-0.358,-0.342,-0.326,-0.309,-1,-0.292
-0.375,-0.358,-0.342,-0.326,-0.309,-0.292,-1,-0.276
-0.358,-0.342,-0.326,-0.309,-0.292,-0.276,-1,-0.259
-0.342,-0.326,-0.309,-0.292,-0.276,-0.259,-1,-0.242
-0.326,-0.309,-0.292,-0.276,-0.259,-0.242,-1,-0.225
-0.309,-0.292,-0.276,-0.259,-0.242,-0.225,-1,-0.208
-0.292,-0.276,-0.259,-0.242,-0.225,-0.208,-1,-0.191
-0.276,-0.259,-0.242,-0.225,-0.208,-0.191,-1,-0.174
-0.259,-0.242,-0.225,-0.208,-0.191,-0.174,-1,-0.156
-0.242,-0.225,-0.208,-0.191,-0.174,-0.156,-1,-0.139
-0.225,-0.208,-0.191,-0.174,-0.156,-0.139,-1,-0.122
-0.208,-0.191,-0.174,-0.156,-0.139,-0.122,-1,-0.105
-0.191,-0.174,-0.156,-0.139,-0.122,-0.105,-1,-0.087
-0.174,-0.156,-0.139,-0.122,-0.105,-0.087,-1,-0.070
-0.156,-0.139,-0.122,-0.105,-0.087,-0.070,-1,-0.052
-0.139,-0.122,-0.105,-0.087,-0.070,-0.052,-1,-0.035
-0.122,-0.105,-0.087,-0.070,-0.052,-0.035,-1,-0.017
-0.105,-0.087,-0.070,-0.052,-0.035,-0.017,-1,-0.000
-0.087,-0.070,-0.052,-0.035,-0.017,-0.000,-1,0.017
-0.070,-0.052,-0.035,-0.017,-0.000,0.017,-1,0.035
-0.052,-0.035,-0.017,-0.000,0.017,0.035,-1,0.052
-0.035,-0.017,-0.000,0.017,0.035,0.052,-1,0.070
-0.017,-0.000,0.017,0.035,0.052,0.070,-1,0.087
1.000,1.000,0.999,0.999,0.998,0.996,-1,0.995
1.000,0.999,0.999,0.998,0.996,0.995,-1,0.993
0.999,0.999,0.998,0.996,0.995,0.993,-1,0.990
0.999,0.998,0.996,0.995,0.993,0.990,-1,0.988
0.998,0.996,0.995,0.993,0.990,0.988,-1,0.985
0.996,0.995,0.993,0.990,0.988,0.985,-1,0.982
0.995,0.993,0.990,0.988,0.985,0.982,-1,0.978
0.993,0.990,0.988,0.985,0.982,0.978,-1,0.974
0.990,0.988,0.985,0.982,0.978,0.974,-1,0.970
0.988,0.985,0.982,0.978,0.974,0.970,-1,0.966
0.985,0.982,0.978,0.974,0.970,0.966,-1,0.961
0.982,0.978,0.974,0.970,0.966,0.961,-1,0.956
0.978,0.974,0.970,0.966,0.961,0.956,-1,0.951
0.974,0.970,0.966,0.961,0.956,0.951,-1,0.946
0.970,0.966,0.961,0.956,0.951,0.946,-1,0.940
0.966,0.961,0.956,0.951,0.946,0.940,-1,0.934
0.961,0.956,0.951,0.946,0.940,0.934,-1,0.927
0.956,0.951,0.946,0.940,0.934,0.927,-1,0.921
0.951,0.946,0.940,0.934,0.927,0.921,-1,0.914
0.946,0.940,0.934,0.927,0.921,0.914,-1,0.906
0.940,0.934,0.927,0.921,0.914,0.906,-1,0.899
0.934,0.927,0.921,0.914,0.906,0.899,-1,0.891
0.927,0.921,0.914,0.906,0.899,0.891,-1,0.883
0.921,0.914,0.906,0.899,0.891,0.883,-1,0.875
0.914,0.906,0.899,0.891,0.883,0.875,-1,0.866
0.906,0.899,0.891,0.883,0.875,0.866,-1,0.857
0.899,0.891,0.883,0.875,0.866,0.857,-1,0.848
0.891,0.883,0.875,0.866,0.857,0.848,-1,0.839
0.883,0.875,0.866,0.857,0.848,0.839,-1,0.829
0.875,0.866,0.857,0.848,0.839,0.829,-1,0.819
0.866,0.857,0.848,0.839,0.829,0.819,-1,0.809
0.857,0.848,0.839,0.829,0.819,0.809,-1,0.799
0.848,0.839,0.829,0.819,0.809,0.799,-1,0.788
0.839,0.829,0.819,0.809,0.799,0.788,-1,0.777
0.829,0.819,0.809,0.799,0.788,0.777,-1,0.766
0.819,0.809,0.799,0.788,0.777,0.766,-1,0.755
0.809,0.799,0.788,0.777,0.766,0.755,-1,0.743
0.799,0.788,0.777,0.766,0.755,0.743,-1,0.731
0.788,0.777,0.766,0.755,0.743,0.731,-1,0.719
0.777,0.766,0.755,0.743,0.731,0.719,-1,0.707
0.766,0.755,0.743,0.731,0.719,0.707,-1,0.695
0.755,0.743,0.731,0.719,0.707,0.695,-1,0.682
0.743,0.731,0.719,0.707,0.695,0.682,-1,0.669
0.731,0.719,0.707,0.695,0.682,0.669,-1,0.656
0.719,0.707,0.695,0.682,0.669,0.656,-1,0.643
0.707,0.695,0.682,0.669,0.656,0.643,-1,0.629
0.695,0.682,0.669,0.656,0.643,0.629,-1,0.616
0.682,0.669,0.656,0.643,0.629,0.616,-1,0.602
0.669,0.656,0.643,0.629,0.616,0.602,-1,0.588
0.656,0.643,0.629,0.616,0.602,0.588,-1,0.574
0.643,0.629,0.616,0.602,0.588,0.574,-1,0.559
